"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"A.PERES PEINTURE SN","https://www.qualibat.com/resultat-de-la-recherche/a-peres-peinture-sn-175127","4 RUE DU CHAMP DE VIN, 21800 CHEVIGNY ST SAUVEUR","0761172859","direction@aperes.fr","8384546190","83845461900019","11",566950,21,"41"
"NOIREAUT SAS","https://www.qualibat.com/resultat-de-la-recherche/noireaut-sas-58150","AVENUE DE LA GARE LAYER, 21910 SAULON LA CHAPELLE","0380398281","contact@noireaut.fr","3337996820","33379968200021","31",3590000,21,"41"
"PROBAT 21","https://www.qualibat.com/resultat-de-la-recherche/probat-21-172746","9 ROUTE DE SAINT JEAN DE LOSNE, 21170 ST USAGE","0768303580","probat21@icloud.com","8188211340","81882113400017","2",197420,21,"41"
"MALEC ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/malec-entreprise-58109","10 ALLEE DES NOURATONS ZONE D'ACTIVITE, 21490 RUFFEY LES ECHIREY","0380663835","contact@malec21.fr","3252214220","32522142200059","17",1910000,21,"41"
"ALLOUIS JEAN CLAUDE","https://www.qualibat.com/resultat-de-la-recherche/allouis-jean-claude-57907","18 RUE COLBERT, 21600 LONGVIC","0380743774","allouis@allouis.fr","3319014050","33190140500042","31",1750000,21,"41"
"BATICONCEPT 21 EURL","https://www.qualibat.com/resultat-de-la-recherche/baticoncept-21-eurl-88247","2 RUE DES CLOISEAUX, 21500 ST REMY","0358874146","baticoncept21@gmail.com","5215155440","52151554400018","4",209493,21,"41"
"ROCHA VICTOR ET FREDDY","https://www.qualibat.com/resultat-de-la-recherche/rocha-victor-et-freddy-125667","40 ROUTE DE BEAUNE, 21190 CORPEAU","0620908559","rocha.vf.21@gmail.com","5343498650","53434986500038","4",486381,21,"41"
"LG PROPLAC","https://www.qualibat.com/resultat-de-la-recherche/lg-proplac-185731","27 RUE CHEVREUL, 21000 DIJON","0767170445","lg.proplac@gmail.com","8853826220","88538262200011","1",NaN,21,"41"
"C.L.A PLATRERIE PEINTURE","https://www.qualibat.com/resultat-de-la-recherche/c-l-a-platrerie-peinture-189701","1 IMP DES VIGNES, 21250 AUVILLARS SUR SAONE","0660256885","claplatreriepeinture@gmail.com","8490446560","84904465600015","1",111357,21,"41"
"R 2 P","https://www.qualibat.com/resultat-de-la-recherche/r-2-p-58434","ZA LA PLUCHARDE 4 RUE LA PLUCHARDE, 21110 BRETENIERE","0380736421","sarl-r2p@wanadoo.fr","4338478450","43384784500024","5",680000,21,"41"
"SARL DE JESUS MANUEL","https://www.qualibat.com/resultat-de-la-recherche/sarl-de-jesus-manuel-184898","1A RUE DES GRANGES HAUTES, 21130 AUXONNE","0380374884","manueldejesus21@orange.fr","8823617510","88236175100010","11",913169,21,"41"
"PIERRE ART ET CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/pierre-art-et-construction-180258","1 RUE DU FOUR, 21390 NORMIER","0673822875","info.pac21@gmail.com","8094578310","80945783100018","2",205196,21,"41"
"KICK","https://www.qualibat.com/resultat-de-la-recherche/kick-58088","1 RUE NICOLAS CUGNOT, 21300 CHENOVE","0380413057","contact.kick@orange.fr","3407335590","34073355900041","10",852272,21,"41"
"PREVOST JEAN-LUC EURL","https://www.qualibat.com/resultat-de-la-recherche/prevost-jean-luc-eurl-71427","150 RUE DE LA PIECE LEGER, 21160 MARSANNAY LA COTE","0380511860","contact@eurlprevost.fr","3788727580","37887275800024","14",872843,21,"41"
"TECOGALO CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/tecogalo-construction-71425","5 ALLEE DES VERGERS, 21370 PLOMBIERES LES DIJON","0380552698","construction@tecogalo.fr","3099521820","30995218200090","13",1990000,21,"41"
"A.COLLARDOT SARL","https://www.qualibat.com/resultat-de-la-recherche/a-collardot-sarl-57984","16 RUE DES DUCS DE BOURGOGNE, 21110 ROUVRES EN PLAINE","0380791485","sarl.collardot@wanadoo.fr","4217163660","42171636600016","15",790752,21,"41"
"CAMPAGNARI PERE ET FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/campagnari-pere-et-fils-sarl-57965","6 LES PRES HAUTS, 21150 POUILLENAY","0380960526","campagnaripereetfils@orange.fr","4110448450","41104484500013","1",99544,21,"41"
"ART SARL","https://www.qualibat.com/resultat-de-la-recherche/art-sarl-129804","5 RUE DE LA COCARDE, 21220 FIXIN","0683200301","usureau.marc@gmail.com","8013481450","80134814500013","9",845859,21,"41"
"VIETTE VINCENT","https://www.qualibat.com/resultat-de-la-recherche/viette-vincent-184178","20 GRANDE RUE, 21500 ATHIE","0345339371","vietteentreprise@gmail.com","5322776700","53227767000024","13",350957,21,"41"
"MONGOUACHON SARL","https://www.qualibat.com/resultat-de-la-recherche/mongouachon-sarl-58136"," 2 RUE SÉBILLE, 21340 THURY","0380202181","mongouachon.david@neuf.fr","3807570210","38075702100015","3",305414,21,"41"
"RENOV DELICE","https://www.qualibat.com/resultat-de-la-recherche/renov-delice-179864","22 RUE D'ALEMBERT, 21000 DIJON","0607449566","bahri-delice@hotmail.fr","8049882280","80498822800024","2",169444,21,"41"
"ROSA  SEBASTIEN","https://www.qualibat.com/resultat-de-la-recherche/rosa-sebastien-116127","HAM MONTFORT, 21500 MONTIGNY MONTFORT","0380921476","sebastienrosa@orange.fr","4889533810","48895338100016","1",65083,21,"41"
"BILLARD SEBASTIEN GAETAN EURL","https://www.qualibat.com/resultat-de-la-recherche/billard-sebastien-gaetan-eurl-156940","LE BOURG, 21230 ALLEREY","","sebastien_billard@orange.fr","8136430610","81364306100019","1",69000,21,"41"
"AHUY PLAQUISTE","https://www.qualibat.com/resultat-de-la-recherche/ahuy-plaquiste-178843","3 CHEMIN DE BELLEVUE, 21121 AHUY","0609154389","ahuyplaquiste@gmail.com","8447820450","84478204500018","1",103666,21,"41"
"ROCHA EUSEBIO","https://www.qualibat.com/resultat-de-la-recherche/rocha-eusebio-171890","HAM DE FRANCEAU, 21210 LACOUR D'ARCENAY","0380640250","ent.rocha.eusebio@gmail.com","4475158590","44751585900018","3",315000,21,"41"
"BAUDOTRAV'EAU","https://www.qualibat.com/resultat-de-la-recherche/baudotrav-eau-177571","26 RUE DU CHEMIN VERT, 21150 VENAREY LES LAUMES","0629766507","baudotrav_eau@outlook.fr","8415742210","84157422100013","1",63893,21,"41"
"LES COMPAGNONS CONSTRUC MAISONS INDIVID","https://www.qualibat.com/resultat-de-la-recherche/les-compagnons-construc-maisons-individ-173633","RUE DE VIGNERY, 21160 PERRIGNY LES DIJON","0380527480","r.petion@compagnons-constructeurs.fr","3270952870","32709528700030","50",11850000,21,"41"
"BATI RENOV PERE ET FILS","https://www.qualibat.com/resultat-de-la-recherche/bati-renov-pere-et-fils-185257","ROUTE NATIONALE 74, 21700 CORGOLOIN","0380614069","pascalcordier231@gmail.com","5083377890","50833778900012","3",516733,21,"41"
"E. M. B. PHILIPPE BARBOSA FILS","https://www.qualibat.com/resultat-de-la-recherche/e-m-b-philippe-barbosa-fils-76478","5 RUE MORDEROT, 21500 QUINCEROT","0380967021","emb.barbosa@yahoo.fr","4906396890","49063968900010","11",798299,21,"41"
"DELMAS SAS","https://www.qualibat.com/resultat-de-la-recherche/delmas-sas-58007","7 RUE DES CHAMPS AUX FEVES, 21121 FONTAINE LES DIJON","0380590089","delmas-ets@wanadoo.fr","3498910850","34989108500020","13",910827,21,"41"
"MACANA ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/macana-entreprise-111625","5 B CHEMIN DE LA TREMBLEE, 21270 BINGES","0380313264","entreprise.macana@gmail.com","4181731340","41817313400036","4",296000,21,"41"
"ENTEPRISE GARRIC LAURENT","https://www.qualibat.com/resultat-de-la-recherche/enteprise-garric-laurent-180419","14 RUE COURTEPEE, 21210 SAULIEU","0619096944","garric.laurent@yahoo.fr","8415732800","84157328000010","1",124805,21,"41"
"LEBEAULT EURL","https://www.qualibat.com/resultat-de-la-recherche/lebeault-eurl-115872","15 RUE GRANGE CHAMPION, 21340 NOLAY","0609849612","payen.yvan@hotmail.fr","4939218780","49392187800028","7",433370,21,"41"
"ANTONIO HABITAT","https://www.qualibat.com/resultat-de-la-recherche/antonio-habitat-103357","28 RUE MARIE NOËL, 21600 LONGVIC","0623095101","antoniohabitat@free.fr","5198921030","51989210300010","1",65120,21,"41"
"BOCHOT EURL","https://www.qualibat.com/resultat-de-la-recherche/bochot-eurl-120750","265 RUE DARDELAIN, 21160 MARSANNAY LA COTE","0380380046","eurlbochot@neuf.fr","5128770100","51287701000029","3",277659,21,"41"
