"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"NET ISO","https://www.qualibat.com/resultat-de-la-recherche/net-iso-184783","22 RUE DU LUXEMBOURG, 08600 GIVET","0000","t.aidel@hotmail.fr","8824722850","88247228500015","1",9680,8,"86"
"SERVICE ISOLATION ARDENNAIS","https://www.qualibat.com/resultat-de-la-recherche/service-isolation-ardennais-182602","162 ALLEE DU MUGUET, 08170 FUMAY","0324000000","sia.isolation@gmail.com","8522769550","85227695500014","2",139978,8,"86"
"DECQ FREDERIC CONSTRUCTION ET RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/decq-frederic-construction-et-renovation-165928","27 ROUTE DE BELVAL, 08090 HAUDRECY","0695669659","decq.frederic@free.fr","8125849020","81258490200025","4",208199,8,"86"
"MENUISERIE BISIAU","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-bisiau-113387","8 RUE DU BOIS DE LA FONTAINE, 08300 NEUFLIZE","0324720766","eric.bisiau@orange.fr","4976409610","49764096100015","2",675177,8,"86"
"VAUCHE EURL","https://www.qualibat.com/resultat-de-la-recherche/vauche-eurl-113228","4 RUE DU VERGER, 08400 MARS SOUS BOURCQ","0324300704","damien.vauche@wanadoo.fr","4880317090","48803170900014","2",103276,8,"86"
"SOCIETE DE CONSTRUCTION DE L'ECO-HABITAT EN CHAMPAGNE-ARDENNE","https://www.qualibat.com/resultat-de-la-recherche/societe-de-construction-de-l-eco-habitat-en-champagne-ardenne-182840","1 RUE DU DOCTEUR DOYEN, 08300 TAGNON","0683676188","laurent.kraus@sfr.fr","8796993460","87969934600018","2",NaN,8,"86"
"GRASSET SYLVAIN","https://www.qualibat.com/resultat-de-la-recherche/grasset-sylvain-139499","6 AVENUE GEORGE CLEMENCEAU, 08250 MONTCHEUTIN","0324300908","grasset.sylvain@orange.fr","5207297320","52072973200013","3",233349,8,"86"
"GUIOT-VIOLETTE SARL","https://www.qualibat.com/resultat-de-la-recherche/guiot-violette-sarl-37974","36 RUE JEAN JAURES, 08200 SEDAN","0324296429","guiot.violette@wanadoo.fr","3100689780","31006897800041","16",1400000,8,"86"
"NOEL PATRICK","https://www.qualibat.com/resultat-de-la-recherche/noel-patrick-175111","14 RUE SAINT JEAN, 08500 REVIN","0678033157","pat.max@hotmail.fr","3994999870","39949998700036","5",600000,8,"86"
"ISOLATION SERVICES","https://www.qualibat.com/resultat-de-la-recherche/isolation-services-112058","6 RUE DUBOIS CRANCE , 08190 BALHAM","0677791602","xavier.isolationservices@sfr.fr","4980548240","49805482400038","1",76486,8,"86"
"AUDRAN FREDERIC","https://www.qualibat.com/resultat-de-la-recherche/audran-frederic-113817","56 AVENUE POSTY, 08320 VIREUX MOLHAIN","0324416883","eurlaudran@orange.fr","4950333910","49503339100022","11",841724,8,"86"
"SARL LOUVIER BERNARD","https://www.qualibat.com/resultat-de-la-recherche/sarl-louvier-bernard-183543","1 RUE DE L EGALITE, 08230 BOURG FIDELE","0324541710","louvier.bernard@orange.fr","3912202410","39122024100015","3",171782,8,"86"
"ANDRE FRERES","https://www.qualibat.com/resultat-de-la-recherche/andre-freres-119483","33 D RUE DES GENETS, 08090 SAINT LAURENT","0610054755","andrefreres@orange.fr","8037983700","80379837000018","2",201909,8,"86"
"LEFEVRE RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/lefevre-renovation-82710","56 ROUTE DE REVIN HAMEAU DE ST NICOLAS, 08230 ROCROI","0324410571","lefevrenicolas82@gmail.com","3947771550","39477715500034","4",176498,8,"86"
"LORCAS","https://www.qualibat.com/resultat-de-la-recherche/lorcas-182269","13 RTE NATIONALE 51, 08320 HIERGES","0608584327","jean-francois.castoldi@orange.fr","8777498950","87774989500018","1",56909,8,"86"
"COLOR FACADE","https://www.qualibat.com/resultat-de-la-recherche/color-facade-106926","4 RUE DU 152È RI, 08300 RETHEL","0324384567","color-facade@orange.fr","4813689340","48136893400032","7",465792,8,"86"
"FOURNIER RICHARD","https://www.qualibat.com/resultat-de-la-recherche/fournier-richard-111916","5 RUE BASSE, 08360 HERPY L'ARLESIENNE","0961443876","richard.fournier0660@orange.fr","7886026540","78860265400022","2",143839,8,"86"
"FABRIC (LA)","https://www.qualibat.com/resultat-de-la-recherche/fabric-la--38112","PLACE DE LA GARE, 08300 LUCQUY","0324721414","lafabric.compta@wanadoo.fr","3935315610","39353156100024","15",1500000,8,"86"
"ARDENNES CHAMPAGNE BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/ardennes-champagne-batiment-38054","30 RUE THIERS, 08300 RETHEL","0324383138","contact@ac-batiment.com","3345533440","33455334400014","4",384047,8,"86"
"COPHIGNON STE DES ANCIENS ETS","https://www.qualibat.com/resultat-de-la-recherche/cophignon-ste-des-anciens-ets-38007","5 RUE DES FORGES SAINT-CHARLES, 08000 CHARLEVILLE-MEZIERES","0324333386","cyrielle.galloy@cophignon.fr","7781169960","77811699600035","52",4960000,8,"86"
"ENTREPRISE CANNIAUX","https://www.qualibat.com/resultat-de-la-recherche/entreprise-canniaux-103478","14 A RUE DU LAVOIR, 08270 PROVISY","0324381688","florent.canniaux22@orange.fr","5094945480","50949454800035","2",115000,8,"86"
"ESPACE COMBLES AMENAGEMENTS","https://www.qualibat.com/resultat-de-la-recherche/espace-combles-amenagements-108602","76 RUE EUGENE FRERE, 08130 ATTIGNY","0324309862","ericbarret@wanadoo.fr","4323196970","43231969700020","2",325755,8,"86"
"EDS FERMETURES","https://www.qualibat.com/resultat-de-la-recherche/eds-fermetures-107423","70 RUE JEAN JAURES, 08200 SEDAN","0324225621","assistantedirection@edsfermetures.fr","4448226210","44482262100025","10",1490000,8,"86"
"MUCCILLI JEAN-CLAUDE","https://www.qualibat.com/resultat-de-la-recherche/muccilli-jean-claude-117919","38 RUE DE L'ESPERANCE, 08170 HAYBES","0324411829","muccilliplomberie@laposte.net","7521359130","75213591300016","1",131458,8,"86"
"CREATION ET TRADITION DU BOIS","https://www.qualibat.com/resultat-de-la-recherche/creation-et-tradition-du-bois-182884","22 RUE DU 25 FEVRIER 1944, 08310 MENIL ANNELLES","0640071238","clotilde.huart@gmail.com","8391493740","83914937400010","1",73029,8,"86"
"CABUT FABIEN","https://www.qualibat.com/resultat-de-la-recherche/cabut-fabien-115301","118 ROUTE DES BOUILLONS, 08600 HAM SUR MEUSE","0324361901","fabien.cabut@orange.fr","4985230910","49852309100011","6",394980,8,"86"
"LEGROUX DENIS SARL","https://www.qualibat.com/resultat-de-la-recherche/legroux-denis-sarl-114787","15 RUE D HOCMONT, 08430 TOULIGNY","0324356783","nathalie.legroux@wanadoo.fr","5095178190","50951781900017","1",43740,8,"86"
"GIRAUDO SAS","https://www.qualibat.com/resultat-de-la-recherche/giraudo-sas-110326","4 RUE DES ORMES, 08130 ST LAMBERT ET MONT DE JEUX","0324718629","giraudo.olivier0088@orange.fr","4017542050","40175420500011","8",976706,8,"86"
"OUDART JEAN FRANCOIS","https://www.qualibat.com/resultat-de-la-recherche/oudart-jean-francois-161957","23 RUE VICTOR HUGO, 08200 SAINT MENGES","0324294657","monsieurjeanfrancoisoudart1@laposte.net","4005393000","40053930000014","1",143872,8,"86"
"DEPAIX JEAN PHILIPPE","https://www.qualibat.com/resultat-de-la-recherche/depaix-jean-philippe-179330","3 RUE DE SORCY, 08270 CHESNOIS AUBONCOURT","","eurldepaix.jp@orange.fr","8053064790","80530647900017","1",148856,8,"86"
"VALLOGIA FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/vallogia-fils-sarl-37901","RUE DES CERISIERS Z.I. DE BRAUX, 08120 BOGNY SUR MEUSE","0324323198","vallogia@orange.fr","3310748230","33107482300021","16",1210000,8,"86"
"LH ISOL'EX","https://www.qualibat.com/resultat-de-la-recherche/lh-isol-ex-107707","13 LOTISSEMENT LA PRAIRIE, 08440 VILLE SUR LUMES","0310432962","ludohulin@gmail.com","7530222920","75302229200035","3",224000,8,"86"
"SARL CASTOLDI","https://www.qualibat.com/resultat-de-la-recherche/sarl-castoldi-113813","6 RUE DU 91EME REGIMENT D INFANTERIE, 08600 GIVET","0324417993","sarl.castoldi@wanadoo.fr","4441443230","44414432300029","10",510312,8,"86"
"PIERROT JOHAN","https://www.qualibat.com/resultat-de-la-recherche/pierrot-johan-122987","03 BIS RUE JEAN MOULIN, 08700 LA GRANDVILLE","0660801308","johannpierrot@hotmail.fr","5388166380","53881663800018","5",514363,8,"86"
"MENUISERIE THIRY","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-thiry-132805","5 ROUTE DE DOUZY , 08450 REMILLY AILLICOURT ","0324274935","eurl.menuiseriethiry@orange.fr","4997709560","49977095600021","1",210056,8,"86"
"IDC","https://www.qualibat.com/resultat-de-la-recherche/idc-117191","13 PLACE DE L'EGLISE, 08200 FLEIGNEUX","0671839135","rudygerard@free.fr","5039416270","50394162700021","1",104440,8,"86"
"NIAY PAOLO","https://www.qualibat.com/resultat-de-la-recherche/niay-paolo-37952","22 ROUTE D'ETION, 08090 DAMOUZY","0324549860","entrepriseniay@hotmail.fr","3378828720","33788287200027","2",273186,8,"86"
"HANCART VINCENT","https://www.qualibat.com/resultat-de-la-recherche/hancart-vincent-156531","ROUTE DE PHILIPPEVILLE PARC D'ACTIVITE COMMUNAUTAIRE, 08600 GIVET","0324377323","aurore@hancart.com","5153765640","51537656400024","5",602000,8,"86"
"COUTELOT JEAN-MARIE","https://www.qualibat.com/resultat-de-la-recherche/coutelot-jean-marie-37904","29 AVENUE DE BLAGNY, 08110 CARIGNAN","0324220190","chauffage-08@wanadoo.fr","3775233110","37752331100019","6",410588,8,"86"
"DECOR'HOME AMENAGEMENT","https://www.qualibat.com/resultat-de-la-recherche/decor-home-amenagement-107397","ZA ARDENNES ÉMERAUDE, 08090 TOURNES","0324223592","decoh08@orange.fr","7944669380","79446693800014","3",711572,8,"86"
"ARDEN'ELEC CHRISTIAN GILLES","https://www.qualibat.com/resultat-de-la-recherche/arden-elec-christian-gilles-168203","CHEMIN DE MISSION, 08600 CHOOZ","0324416246","ardenelec08@gmail.com","4509026220","45090262200031","5",538750,8,"86"
"FERMETURES PONSARDIN","https://www.qualibat.com/resultat-de-la-recherche/fermetures-ponsardin-38038","Z.A. DU GRAND BAN B.P. 9, 08010 LA FRANCHEVILLE","0324581762","jackie.ponsardin@wanadoo.fr","4288910060","42889100600028","11",1590000,8,"86"
"GV BOIS ET BIOCLIMATIQUE","https://www.qualibat.com/resultat-de-la-recherche/gv-bois-et-bioclimatique-100874","13 GRAND RUE, 08430 CHAGNY","0324373090","vincent.guillaume505@orange.fr","5079064770","50790647700017","3",250557,8,"86"
"ENTREPRISE BOURIN","https://www.qualibat.com/resultat-de-la-recherche/entreprise-bourin-100152","22 RUE CHANTERAINE, 08310 JUNIVILLE","0324727039","entreprisebourin@free.fr","4006271050","40062710500010","4",300457,8,"86"
"ROUSSY EIRL","https://www.qualibat.com/resultat-de-la-recherche/roussy-eirl-166486","17 RUE ST REMI, 08150 AUBIGNY LES POTHEES","0324377062","eirlgaetan.roussy@orange.fr","7898892500","78988925000021","3",188167,8,"86"
"ECO ISO CONFORT","https://www.qualibat.com/resultat-de-la-recherche/eco-iso-confort-189322","11 RUE THIERS, 08200 SEDAN","","ecoisoconfort@gmail.com","8932494740","89324947400022","1",NaN,8,"86"
"NET ISO","https://www.qualibat.com/resultat-de-la-recherche/net-iso-184783","22 RUE DU LUXEMBOURG, 08600 GIVET","0000","t.aidel@hotmail.fr","8824722850","88247228500015","1",9680,8,"86"
"SERVICE ISOLATION ARDENNAIS","https://www.qualibat.com/resultat-de-la-recherche/service-isolation-ardennais-182602","162 ALLEE DU MUGUET, 08170 FUMAY","0324000000","sia.isolation@gmail.com","8522769550","85227695500014","2",139978,8,"86"
"DECQ FREDERIC CONSTRUCTION ET RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/decq-frederic-construction-et-renovation-165928","27 ROUTE DE BELVAL, 08090 HAUDRECY","0695669659","decq.frederic@free.fr","8125849020","81258490200025","4",208199,8,"86"
"MENUISERIE BISIAU","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-bisiau-113387","8 RUE DU BOIS DE LA FONTAINE, 08300 NEUFLIZE","0324720766","eric.bisiau@orange.fr","4976409610","49764096100015","2",675177,8,"86"
"VAUCHE EURL","https://www.qualibat.com/resultat-de-la-recherche/vauche-eurl-113228","4 RUE DU VERGER, 08400 MARS SOUS BOURCQ","0324300704","damien.vauche@wanadoo.fr","4880317090","48803170900014","2",103276,8,"86"
"SOCIETE DE CONSTRUCTION DE L'ECO-HABITAT EN CHAMPAGNE-ARDENNE","https://www.qualibat.com/resultat-de-la-recherche/societe-de-construction-de-l-eco-habitat-en-champagne-ardenne-182840","1 RUE DU DOCTEUR DOYEN, 08300 TAGNON","0683676188","laurent.kraus@sfr.fr","8796993460","87969934600018","2",NaN,8,"86"
"GRASSET SYLVAIN","https://www.qualibat.com/resultat-de-la-recherche/grasset-sylvain-139499","6 AVENUE GEORGE CLEMENCEAU, 08250 MONTCHEUTIN","0324300908","grasset.sylvain@orange.fr","5207297320","52072973200013","3",233349,8,"86"
"GUIOT-VIOLETTE SARL","https://www.qualibat.com/resultat-de-la-recherche/guiot-violette-sarl-37974","36 RUE JEAN JAURES, 08200 SEDAN","0324296429","guiot.violette@wanadoo.fr","3100689780","31006897800041","16",1400000,8,"86"
"NOEL PATRICK","https://www.qualibat.com/resultat-de-la-recherche/noel-patrick-175111","14 RUE SAINT JEAN, 08500 REVIN","0678033157","pat.max@hotmail.fr","3994999870","39949998700036","5",600000,8,"86"
"ISOLATION SERVICES","https://www.qualibat.com/resultat-de-la-recherche/isolation-services-112058","6 RUE DUBOIS CRANCE , 08190 BALHAM","0677791602","xavier.isolationservices@sfr.fr","4980548240","49805482400038","1",76486,8,"86"
"AUDRAN FREDERIC","https://www.qualibat.com/resultat-de-la-recherche/audran-frederic-113817","56 AVENUE POSTY, 08320 VIREUX MOLHAIN","0324416883","eurlaudran@orange.fr","4950333910","49503339100022","11",841724,8,"86"
