"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"MENUISERIE CHARPENTE AGENCEMENT","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-charpente-agencement-127227","BELLE ISSUE, 22150 HENON","0296734261","mca-henon@wanadoo.fr","4512520680","45125206800015","3",397782,22,"35"
"FLC 22","https://www.qualibat.com/resultat-de-la-recherche/flc-22-118156","IMPASSE DU CARPONT, 22440 PLOUFRAGAN","0296692192","flecoadou@tryba.fr","8012697880","80126978800015","5",732104,22,"35"
"DLS","https://www.qualibat.com/resultat-de-la-recherche/dls-180394","TRAOU LAN, 22470 PLOUEZEC","","dls.batiment@hotmail.com","8492419060","84924190600015","1",37588,22,"35"
"ABL AMENAGEMENT","https://www.qualibat.com/resultat-de-la-recherche/abl-amenagement-95684","11 RUE DU SUROIT, 22100 TADEN","0296879365","livaluna@wanadoo.fr","4799679780","47996797800020","10",753741,22,"35"
"ROBIN","https://www.qualibat.com/resultat-de-la-recherche/robin-113920","ZONE ARTISANALE DE KERGRE, 22970 PLOUMAGOAR","0296449455","robin-verandas@wanadoo.fr","4122693000","41226930000023","12",1280000,22,"35"
"GILL BAIES UNVOAS","https://www.qualibat.com/resultat-de-la-recherche/gill-baies-unvoas-113520","2 IMPASSE DES AJONCS, 22800 PLAINE HAUTE","0296420027","gillesunvoas@gmail.com","7981098800","79810988000012","1",172722,22,"35"
"GUEUNE PHILIPPE","https://www.qualibat.com/resultat-de-la-recherche/gueune-philippe-137572","ZONE ARTISANALE 8 RUE DES ARTISANS, 22240 PLURIEN","0296723626","menuiserie.gueune@orange.fr","4220093730","42200937300024","3",391089,22,"35"
"BOCHER STEPHANE","https://www.qualibat.com/resultat-de-la-recherche/bocher-stephane-103026","2 BIS RUE DU POULDU, 22620 PLOUBAZLANEC","0668505219","stephane.bocher@neuf.fr","5201281740","52012817400015","1",168218,22,"35"
"RENAULT MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/renault-menuiserie-63933","ZONE ARTISANALE EST  ROUTE DE PLANCOËT, 22400 LAMBALLE","0296313878","bureau@renault22.fr","3140369480","31403694800029","40",4780000,22,"35"
"GUELAT LOIC","https://www.qualibat.com/resultat-de-la-recherche/guelat-loic-108580","2 RUE DES CHATAIGNIERS, 22970 PLOUMAGOAR","0296119040","loic.laurence@wanadoo.fr","4788002610","47880026100016","2",263800,22,"35"
"FERMETURES DU LEFF","https://www.qualibat.com/resultat-de-la-recherche/fermetures-du-leff-108316","43 BIS RUE DE LA GARE, 22170 CHATELAUDREN","0296741702","fermeturesduleff@orange.fr","4188613240","41886132400014","2",114577,22,"35"
"A.M.E","https://www.qualibat.com/resultat-de-la-recherche/a-m-e-158703","30 AVENUE DES CHATELETS PARC D'ACTIVITES DES CHATELETS, 22950 TREGUEUX","0658196965","reginald.fichant@yahoo.fr","8151005400","81510054000013","1",135000,22,"35"
"OFFERTELLI MARC","https://www.qualibat.com/resultat-de-la-recherche/offertelli-marc-134187","5 RUE MAURICE TARDIVEL, 22100 DINAN","","marcoffertelli@hotmail.fr","4920915900","49209159000066","1",211944,22,"35"
"JEGO YANNICK","https://www.qualibat.com/resultat-de-la-recherche/jego-yannick-64181","QUIBALLION, 22600 LA MOTTE","0296254744","jego.yannick@gmail.com","3979774890","39797748900012","1",198302,22,"35"
"RADENAC SOCIETE SARL","https://www.qualibat.com/resultat-de-la-recherche/radenac-societe-sarl-98523","25 RUE DE BRETAGNE, 22360 LANGUEUX","0296331079","ste-radenac@orange.fr","3984334410","39843344100019","8",851226,22,"35"
"VITEL MENUISERIES","https://www.qualibat.com/resultat-de-la-recherche/vitel-menuiseries-64072","1 RUE ROBERT SCHUMAN, 22190 PLERIN","0296783736","vitel@vitel.fr","3806779970","38067799700021","36",3980000,22,"35"
"BIDAULT MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/bidault-menuiserie-84593","ZONE ARTISANALE, 22800 ST DONAN","0296739612","accueil@bidault-batiment.fr","5092958380","50929583800015","31",3440000,22,"35"
"ROUXEL XAVIER EURL","https://www.qualibat.com/resultat-de-la-recherche/rouxel-xavier-eurl-64959","ROUTE DES LANDELLES, 22150 GAUSSON","0296287343","x.rouxel@orange.fr","4493104990","44931049900016","4",719405,22,"35"
"TILLY","https://www.qualibat.com/resultat-de-la-recherche/tilly-106335","1 LE CROISSANT, 22390 ST ADRIEN","0296434840","tillyfab@wanadoo.fr","5096208290","50962082900010","1",130000,22,"35"
"BEAUVERGER","https://www.qualibat.com/resultat-de-la-recherche/beauverger-110702","LIEU DIT QUIL AN BROSSE, 22610 KERBORS","0296221198","beauverger.severine@orange.fr","5389964220","53899642200019","4",161007,22,"35"
"AMELORATION HABITAT","https://www.qualibat.com/resultat-de-la-recherche/ameloration-habitat-127887","2 RUE DE LA TOUCHE, 22380 ST CAST LE GUILDO","0296837141","regisbenoist@orange.fr","4910512980","49105129800025","2",210382,22,"35"
"DOMINIQUE GUEGAN","https://www.qualibat.com/resultat-de-la-recherche/dominique-guegan-105473","KERGROIS, 22800 ST DONAN","0296738554","menuiserie.guegan.d@wanadoo.fr","4450045590","44500455900016","2",123179,22,"35"
"HERMIBOIS","https://www.qualibat.com/resultat-de-la-recherche/hermibois-166498","2 BEL ORIENT, 22800 ST BRANDAN","0663804466","contact@hermibois.com","8214337290","82143372900018","1",73870,22,"35"
"COSTA MENUISERIES","https://www.qualibat.com/resultat-de-la-recherche/costa-menuiseries-63838","IMPASSE DES LONGS REAGES, 22190 PLERIN","0296745430","costa.menuiserie@wanadoo.fr","3776026440","37760264400025","18",4040000,22,"35"
"ROPARS LAURENT","https://www.qualibat.com/resultat-de-la-recherche/ropars-laurent-124095","8 RUE GONERY, 22540 LOUARGAT","0296435984","laurent.ropars@orange.fr","4537244860","45372448600023","1",150570,22,"35"
"ETS LE QUERRIOU ERWAN LEON","https://www.qualibat.com/resultat-de-la-recherche/ets-le-querriou-erwan-leon-88679","TY GUEN COAT AN DOCH, 22170 ST JEAN KERDANIEL","0296439157","erwan.leon@lequerriou-menuiserie.fr","4937396350","49373963500024","19",1970000,22,"35"
"CARO ET FILS","https://www.qualibat.com/resultat-de-la-recherche/caro-et-fils-137127","3 RUE DU GAL DE GAULLE, 22130 LANDEBIA","0296844768","sarl.caro-et-fils@orange.fr","4479247130","44792471300012","2",243891,22,"35"
"MEROT","https://www.qualibat.com/resultat-de-la-recherche/merot-177889","1 LA BARRE, 22800 LE FOEIL","0663026084","am-armor@hotmail.com","8413732360","84137323600014","1",146516,22,"35"
"GFM","https://www.qualibat.com/resultat-de-la-recherche/gfm-87498","12 RUE DE BREST ZA DE BEAUSOLEIL, 22120 HILLION","0296330679","erwan.cts@gmail.com","4214933390","42149333900061","14",1390000,22,"35"
"BESNARD STEPHANE","https://www.qualibat.com/resultat-de-la-recherche/besnard-stephane-72967","LE PERRAY D'EN HAUT, 22510 ST GLEN","0296427255","menuiserie-besnard@orange.fr","4409998450","44099984500017","7",826437,22,"35"
"BIZIEN JC SARL","https://www.qualibat.com/resultat-de-la-recherche/bizien-jc-sarl-71707","ZA KERGUINIOU, 22160 CALLAC","0296459359","jc.bizien@orange.fr","4021135000","40211350000027","7",1320000,22,"35"
"MENUISERIE OLIVIER SARL","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-olivier-sarl-106954","LE BILLIAC, 22210 LA PRENESSAYE","0296257055","contact@menuiserie-olivier.bzh","7929700890","79297008900019","8",869314,22,"35"
"LDM MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/ldm-menuiserie-173015","14 RUE DES JEANNETTES ZA DE LANGOURIAN, 22430 ERQUY","0296723376","accueil.ldmm@gmail.com","8338525280","83385252800011","6",786900,22,"35"
"LE BELLEGO SARL","https://www.qualibat.com/resultat-de-la-recherche/le-bellego-sarl-98498","7 LA BUTTE DE CRISA, 22800 COHINIAC","0296739169","sarllebellego@orange.fr","4316641840","43166418400014","3",226560,22,"35"
"TANO YVON","https://www.qualibat.com/resultat-de-la-recherche/tano-yvon-155005","LA GOUPILLIERE, 22940 PLAINTEL","0296325957","yvon.tano@orange.fr","4116995800","41169958000014","1",58331,22,"35"
"MENUISERIE PILARD","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-pilard-127942","RUE DE LA HAUTE LANDE, 22380 ST CAST LE GUILDO","0296410184","sarl.pilard@wanadoo.fr","4386328530","43863285300018","11",2360000,22,"35"
"AGENCEMENT MENUISERIE PANSART","https://www.qualibat.com/resultat-de-la-recherche/agencement-menuiserie-pansart-167435","LES BRULONS, 22400 HENANSAL","0296509616","jean-francois.pansart@laposte.net","8221775310","82217753100016","2",501700,22,"35"
"FABIEN LC","https://www.qualibat.com/resultat-de-la-recherche/fabien-lc-182998","LA VILLE NEUVE SAINT-GUEN SAINT GUEN, 22530 GUERLEDAN","0698612055","fabienlecorvaisier2@gmail.com","8810204570","88102045700019","1",233918,22,"35"
"MEGRET METALLERIE OUVERTURES","https://www.qualibat.com/resultat-de-la-recherche/megret-metallerie-ouvertures-184175","ZONE D'ACTIVITE RACINE 2, 22230 MERDRIGNAC","0296284527","megretmetallerie@orange.fr","8783615590","87836155900015","6",729437,22,"35"
"PELLAN MENUISERIE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/pellan-menuiserie-charpente-162850","ZA DU VENTOUE, 22400 LAMBALLE","0296300024","ets.pellan@orange.fr","8221430040","82214300400015","7",810854,22,"35"
"RS MENUISERIE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/rs-menuiserie-charpente-191667","29 RUE DES JARDINS DE LA ROCHE, 22640 LA MALHOURE","","sebastienrevel150@gmail.com","8929238550","89292385500019","1",108472,22,"35"
"MEUBLES PERRIN","https://www.qualibat.com/resultat-de-la-recherche/meubles-perrin-148872","LES CHENES, 22330 COLLINEE","0296314292","sarlperrin@yahoo.fr","3331349890","33313498900016","1",241000,22,"35"
"LE PAPE PASCAL ET M.C","https://www.qualibat.com/resultat-de-la-recherche/le-pape-pascal-et-m-c-122241","ZA DU DOLMEN RUE DE KERGUNTUIL, 22730 TREGASTEL","0296159281","sarlpascal-lepape@orange.fr","5034545630","50345456300019","4",329235,22,"35"
"LACHIVER JACQUES SARL","https://www.qualibat.com/resultat-de-la-recherche/lachiver-jacques-sarl-98817","ZA DE KERBIQUET, 22140 CAVAN","0296353305","olivier@ekko-lachiver.com","5136034310","51360343100026","27",3550000,22,"35"
"GOURDEL ALAIN","https://www.qualibat.com/resultat-de-la-recherche/gourdel-alain-122819","RUE JOLIE BRISE, 22150 PLOUGUENAST","0296268492","alain.gourdel25@orange.fr","3348401130","33484011300024","1",67627,22,"35"
"ISOSTYLE 22","https://www.qualibat.com/resultat-de-la-recherche/isostyle-22-81007","4 ZA DE KERANTOUR, 22740 PLEUDANIEL","0296221694","isostyle22@gmail.com","4451675050","44516750500020","5",356676,22,"35"
"L'ATELIER BOIS ET CIE","https://www.qualibat.com/resultat-de-la-recherche/l-atelier-bois-et-cie-165096","6 ROUTE DE LA METAIRIE, 22500 KERFOT","0670844925","latelierbois22@orange.fr","8215039190","82150391900010","10",504031,22,"35"
"ALLOUET SARL","https://www.qualibat.com/resultat-de-la-recherche/allouet-sarl-104097","7 RUE DES HORTENSIAS, 22400 LANDEHEN","0614191876","allouet.pascal@neuf.fr","5237744120","52377441200010","2",94107,22,"35"
"MENUISERIE DU TRIEUX","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-du-trieux-114850","15 BIS RUE DU TRAOU MELEDERM, 22260 PONTRIEUX","0296953876","menuiseriedutrieux@orange.fr","5235293780","52352937800011","1",175258,22,"35"
"LESAGE PHILIPPE","https://www.qualibat.com/resultat-de-la-recherche/lesage-philippe-109817","LD ZA DE COUTELOUCHE, 22650 PLOUBALAY","0296826403","lesagephilippemenuiserie@orange.fr","4397406300","43974063000017","4",490108,22,"35"
"FALHER JEAN  YVES SAS","https://www.qualibat.com/resultat-de-la-recherche/falher-jean-yves-sas-71167","KERHELENE BONEN, 22110 ROSTRENEN","0296242598","menuiserie.falher@orange.fr","4037355740","40373557400036","32",3320000,22,"35"
"I D STORES ET FERMETURES","https://www.qualibat.com/resultat-de-la-recherche/i-d-stores-et-fermetures-120628","3 RUE DU ZEF ZA DES ALLEUX, 22100 TADEN","0296854386","compta@idstores22.fr","5137262730","51372627300024","11",1430000,22,"35"
"RICHEUX LE TOHIC ETABLISSEMENT","https://www.qualibat.com/resultat-de-la-recherche/richeux-le-tohic-etablissement-87417","ZONE ARTISANALE DE L EPINE BRIEND, 22240 FREHEL","0296414747","mrlt@orange.fr","5079167990","50791679900012","3",527282,22,"35"
"BOUGEARD GUY ROLAND","https://www.qualibat.com/resultat-de-la-recherche/bougeard-guy-roland-115900","4 RUE MARANDAIS, 22400 PLOUFRAGAN","0296429303","gr.bougeard@orange.fr","4244879400","42448794000019","2",221558,22,"35"
"HR AGENCEMENT/MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/hr-agencement-menuiserie-190341","2 RUE DU DOCTEUR LECOMTE, 22600 LOUDEAC","","hr.agencement.menuiserie@gmail.com","8944871230","89448712300016","2",240000,22,"35"
"LE GALL JEAN CLAUDE","https://www.qualibat.com/resultat-de-la-recherche/le-gall-jean-claude-102262","ZONE ARTISANALE DE BERLAZ, 22260 RUNAN","0296953735","jclegall.batiment@wanadoo.fr","4245056830","42450568300021","15",1450000,22,"35"
"MIROITERIES D'ARMOR","https://www.qualibat.com/resultat-de-la-recherche/miroiteries-d-armor-63876","ZAC RUE DE L'ECLUSE B.P. 49, 22120 YFFINIAC","0296726247","miroiterie.darmor@miroiterie-darmor.fr","4972811390","49728113900020","44",8810000,22,"35"
"LE SCORNET FREDERIC","https://www.qualibat.com/resultat-de-la-recherche/le-scornet-frederic-168322","10 KER NOEL, 22700 ST QUAY PERROS","","frederic.lescornet@orange.fr","8227203890","82272038900011","2",225830,22,"35"
"IDEAL BAIES","https://www.qualibat.com/resultat-de-la-recherche/ideal-baies-76803","ZA DE KERCADIOU, 22290 LANVOLLON","0296653311","accueil@idealbaies.fr","4504735090","45047350900039","15",1760000,22,"35"
"GENTY CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/genty-construction-178662","9 RUE SAINT JEAN, 22400 LAMBALLE-ARMOR","0622274617","contact@gentyconstruction.com","8487804330","84878043300027","1",93946,22,"35"
"RIVOALLAN EMMANUEL","https://www.qualibat.com/resultat-de-la-recherche/rivoallan-emmanuel-141118","10 LOTISSEMENT TI GLORIO, 22200 SQUIFFIEC","0679917165","eurl.rivoallan@gmail.com","5343468200","53434682000010","5",327000,22,"35"
"LES MENUISERIES BRETONNES","https://www.qualibat.com/resultat-de-la-recherche/les-menuiseries-bretonnes-137138","2 RUE DU BOISILLON ZI LES CHATELETS, 22950 TREGUEUX","0296766014","lmb@les-menuiseries-bretonnes.fr","4849393840","48493938400026","6",583515,22,"35"
"TURUBAN STEPHANE","https://www.qualibat.com/resultat-de-la-recherche/turuban-stephane-122835","6 PEMPONT - ROUTE DE PORS HIR, 22820 PLOUGRESCANT","0296437386","stephane.turuban@orange.fr","3976699040","39766990400039","3",256486,22,"35"
"ANTOINE LE GOFFIC SARL","https://www.qualibat.com/resultat-de-la-recherche/antoine-le-goffic-sarl-92350","LIEU DIT CROAS HENT, 22700 ST QUAY PERROS","0296485802","contact@legoffic-menuiserie.fr","4184670230","41846702300010","6",900898,22,"35"
"CHAPELET ANDRE","https://www.qualibat.com/resultat-de-la-recherche/chapelet-andre-107357","ZAC DES PRES CALANS, 22520 BINIC","0296736853","entreprise.chapelet@orange.fr","3795637370","37956373700012","5",817212,22,"35"
"LE MANCHEC THIERRY","https://www.qualibat.com/resultat-de-la-recherche/le-manchec-thierry-103246","LOT KERGILLOUARD 12 RUE JULES VERNE, 22970 PLOUMAGOAR","0296111441","lemanchec.menuiserie@orange.fr","5032494190","50324941900014","1",151390,22,"35"
"BBC BOIS","https://www.qualibat.com/resultat-de-la-recherche/bbc-bois-84464","27 BIS RUE DU CHEMIN NOE, 22360 LANGUEUX","0686216805","contact@bbc-bois.com","5147365450","51473654500013","5",591000,22,"35"
"LE BOURHIS MATHIEU","https://www.qualibat.com/resultat-de-la-recherche/le-bourhis-mathieu-119413","5 KERVENTURE, 22110 PLOUNEVEZ QUINTIN","0296245322","kerventure@orange.fr","7515786340","75157863400014","2",253000,22,"35"
"GUEZOU VANNIER ISABELLE","https://www.qualibat.com/resultat-de-la-recherche/guezou-vannier-isabelle-137056","2 RUE YVES LE BITTER, 22470 PLOUEZEC","0296164797","isabelle.vannier0449@orange.fr","5305298660","53052986600010","5",531817,22,"35"
"CAILLAUD SEBASTIEN","https://www.qualibat.com/resultat-de-la-recherche/caillaud-sebastien-103865","LA HAUTIERE, 22230 GOMENE","0618993055","menuiserie.korrigan@hotmail.fr","4843981930","48439819300017","2",165026,22,"35"
"EURL MORCEL","https://www.qualibat.com/resultat-de-la-recherche/eurl-morcel-189160","15 LE BOT, 22390 BOURBRIAC","0647312210","anthony-morcel@live.fr","8916054380","89160543800011","1",117300,22,"35"
"LE CARBOULLEC PASCAL","https://www.qualibat.com/resultat-de-la-recherche/le-carboullec-pascal-127888","ZONE ARTISANALE DE KERANTOUR, 22740 PLEUDANIEL","0296221163","pascal.le-carboullec711@wanadoo.fr","4277935180","42779351800023","2",245329,22,"35"
"ACHAHBAR MIMOUN","https://www.qualibat.com/resultat-de-la-recherche/achahbar-mimoun-180546","12 RUE JEAN BUZULIER, 22200 PABU","","am.gs@laposte.net","8485124890","84851248900016","1",5800,22,"35"
"BCB","https://www.qualibat.com/resultat-de-la-recherche/bcb-113694","LES PREAUX, 22130 PLOREC SUR ARGUENON","0683196538","olivier.brexel@orange.fr","7537891890","75378918900010","3",228114,22,"35"
"CARDIN BLIVET","https://www.qualibat.com/resultat-de-la-recherche/cardin-blivet-108508","LE CHALET KER BREIZH, 22430 ERQUY","0296720702","menuiseriecardinblivet@gmail.com","4847559210","48475592100018","3",301661,22,"35"
"LUCAS ET ASSOCIES","https://www.qualibat.com/resultat-de-la-recherche/lucas-et-associes-104596","LA COUTURE, 22430 ERQUY","0296723340","etslucas.erquy@orange.fr","3846329230","38463292300015","6",644000,22,"35"
"LE GALLOU ANDRE","https://www.qualibat.com/resultat-de-la-recherche/le-gallou-andre-115195","ZONE ARTISANALE, 22290 LANNEBERT","0296523424","menuiserielegallou@orange.fr","4085857500","40858575000024","1",107839,22,"35"
"JAMES CHEROT","https://www.qualibat.com/resultat-de-la-recherche/james-cherot-154660","LD LE TEMPLE, 22250 PLUMAUGAT","0296831401","cherot.james@orange.fr","3906839850","39068398500019","2",329600,22,"35"
"JLB RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/jlb-renovation-122230","3 CAMBLAC'H, 22580 PLOUHA","0660844853","info@jlb-renovation.com","4830982650","48309826500026","4",279678,22,"35"
